Date,Temperature,Warming_Trend,Is_Anomaly
2019-05-31,43.38003089537615,22.68672669427846,True
2021-04-30,37.029898228316355,22.955872899998685,True
2025-03-31,39.629300615387905,23.247439421430983,True
